0 info it worked if it ends with ok
449 silly gunzTarPerm modified mode [ '', 420, 438 ]
450 silly gunzTarPerm extractEntry
451 silly gunzTarPerm modified mode [ '', 420, 438 ]
452 silly gunzTarPerm extractEntry
453 silly gunzTarPerm modified mode [ '', 420, 438 ]
454 silly gunzTarPerm extractEntry
455 silly gunzTarPerm modified mode [ '', 420, 438 ]
456 silly gunzTarPerm extractEntry
457 silly gunzTarPerm modified mode [ '', 420, 438 ]
458 silly gunzTarPerm extractEntry
459 silly gunzTarPerm modified mode [ '', 420, 438 ]
460 silly gunzTarPerm extractEntry
461 silly gunzTarPerm modified mode [ '', 420, 438 ]
462 silly gunzTarPerm extractEntry
463 silly gunzTarPerm modified mode [ '', 420, 438 ]
464 silly gunzTarPerm extractEntry
465 silly gunzTarPerm modified mode [ '', 420, 438 ]
466 silly gunzTarPerm extractEntry
467 silly gunzTarPerm modified mode [ '', 493, 511 ]
468 silly gunzTarPerm extractEntry
469 silly gunzTarPerm modified mode [ '', 420, 438 ]
470 silly gunzTarPerm extractEntry
471 silly gunzTarPerm modified mode [ '', 493, 511 ]
472 silly gunzTarPerm extractEntry
473 silly gunzTarPerm modified mode [ '', 420, 438 ]
474 silly gunzTarPerm extractEntry
475 silly gunzTarPerm modified mode [ '', 420, 438 ]
476 silly gunzTarPerm extractEntry
477 silly gunzTarPerm modified mode [ '', 420, 438 ]
478 silly gunzTarPerm extractEntry
479 silly gunzTarPerm modified mode [ '', 420, 438 ]
480 silly gunzTarPerm extractEntry
481 silly gunzTarPerm modified mode [ '', 420, 438 ]
482 silly gunzTarPerm extractEntry
483 silly gunzTarPerm modified mode [ '', 420, 438 ]
484 silly gunzTarPerm extractEntry
485 silly gunzTarPerm modified mode [ '', 420, 438 ]
486 silly gunzTarPerm extractEntry
487 silly gunzTarPerm modified mode [ '', 420, 438 ]
488 silly gunzTarPerm extractEntry
489 silly gunzTarPerm modified mode [ '', 493, 511 ]
490 silly gunzTarPerm extractEntry
491 silly gunzTarPerm modified mode [ '', 420, 438 ]
492 silly gunzTarPerm extractEntry
493 silly gunzTarPerm modified mode [ '', 420, 438 ]
494 silly gunzTarPerm extractEntry
495 silly gunzTarPerm modified mode [ '', 420, 438 ]
496 silly gunzTarPerm extractEntry
497 silly gunzTarPerm modified mode [ '', 420, 438 ]
498 silly gunzTarPerm extractEntry
499 silly gunzTarPerm modified mode [ '', 493, 511 ]
500 silly gunzTarPerm extractEntry
501 silly gunzTarPerm modified mode [ '', 420, 438 ]
502 silly gunzTarPerm extractEntry
503 silly gunzTarPerm modified mode [ '', 420, 438 ]
504 silly gunzTarPerm extractEntry
505 silly gunzTarPerm modified mode [ '', 420, 438 ]
506 silly gunzTarPerm extractEntry
507 silly gunzTarPerm modified mode [ '', 493, 511 ]
508 silly gunzTarPerm extractEntry
509 silly gunzTarPerm modified mode [ '', 420, 438 ]
510 silly gunzTarPerm extractEntry
511 silly gunzTarPerm modified mode [ '', 420, 438 ]
512 silly gunzTarPerm extractEntry
513 silly gunzTarPerm modified mode [ '', 420, 438 ]
514 silly gunzTarPerm extractEntry
515 silly gunzTarPerm modified mode [ '', 420, 438 ]
516 silly gunzTarPerm extractEntry
517 silly gunzTarPerm modified mode [ '', 493, 511 ]
518 silly gunzTarPerm extractEntry
519 silly gunzTarPerm modified mode [ '', 420, 438 ]
520 silly gunzTarPerm extractEntry
521 silly gunzTarPerm modified mode [ '', 420, 438 ]
522 silly gunzTarPerm extractEntry
523 silly gunzTarPerm modified mode [ '', 420, 438 ]
524 silly gunzTarPerm extractEntry
525 silly gunzTarPerm modified mode [ '', 420, 438 ]
526 silly gunzTarPerm extractEntry
527 silly gunzTarPerm modified mode [ '', 420, 438 ]
528 silly gunzTarPerm extractEntry
529 silly gunzTarPerm modified mode [ '', 420, 438 ]
530 silly gunzTarPerm extractEntry
531 silly gunzTarPerm modified mode [ '', 420, 438 ]
532 silly gunzTarPerm extractEntry
533 silly gunzTarPerm modified mode [ '', 420, 438 ]
534 silly gunzTarPerm extractEntry
535 silly gunzTarPerm modified mode [ '', 420, 438 ]
536 silly gunzTarPerm extractEntry
537 silly gunzTarPerm modified mode [ '', 420, 438 ]
538 silly gunzTarPerm extractEntry
539 silly gunzTarPerm modified mode [ '', 420, 438 ]
540 silly gunzTarPerm extractEntry
541 silly gunzTarPerm modified mode [ '', 420, 438 ]
542 silly gunzTarPerm extractEntry
543 silly gunzTarPerm modified mode [ '', 420, 438 ]
544 silly gunzTarPerm extractEntry
545 silly gunzTarPerm modified mode [ '', 420, 438 ]
546 silly gunzTarPerm extractEntry
547 silly gunzTarPerm modified mode [ '', 420, 438 ]
548 silly gunzTarPerm extractEntry
549 silly gunzTarPerm modified mode [ '', 420, 438 ]
550 silly gunzTarPerm extractEntry
551 silly gunzTarPerm modified mode [ '', 420, 438 ]
552 silly gunzTarPerm extractEntry
553 silly gunzTarPerm modified mode [ '', 420, 438 ]
554 silly gunzTarPerm extractEntry
555 silly gunzTarPerm modified mode [ '', 420, 438 ]
556 silly gunzTarPerm extractEntry
557 silly gunzTarPerm modified mode [ '', 493, 511 ]
558 silly gunzTarPerm extractEntry
559 silly gunzTarPerm modified mode [ '', 420, 438 ]
560 silly gunzTarPerm extractEntry
561 silly gunzTarPerm modified mode [ '', 420, 438 ]
562 silly gunzTarPerm extractEntry
563 silly gunzTarPerm modified mode [ '', 420, 438 ]
564 silly gunzTarPerm extractEntry
565 silly gunzTarPerm modified mode [ '', 420, 438 ]
566 silly gunzTarPerm extractEntry
567 silly gunzTarPerm modified mode [ '', 493, 511 ]
568 silly gunzTarPerm extractEntry
569 silly gunzTarPerm modified mode [ '', 420, 438 ]
570 silly gunzTarPerm extractEntry
571 silly gunzTarPerm modified mode [ '', 420, 438 ]
572 silly gunzTarPerm extractEntry
573 silly gunzTarPerm modified mode [ '', 420, 438 ]
574 silly gunzTarPerm extractEntry
575 silly gunzTarPerm modified mode [ '', 493, 511 ]
576 silly gunzTarPerm extractEntry
577 silly gunzTarPerm modified mode [ '', 420, 438 ]
578 silly gunzTarPerm extractEntry
579 silly gunzTarPerm modified mode [ '', 420, 438 ]
580 silly gunzTarPerm extractEntry
581 silly gunzTarPerm modified mode [ '', 420, 438 ]
582 silly gunzTarPerm extractEntry
583 silly gunzTarPerm modified mode [ '', 493, 511 ]
584 silly gunzTarPerm extractEntry
585 silly gunzTarPerm modified mode [ '', 493, 511 ]
586 silly gunzTarPerm extractEntry
587 silly gunzTarPerm modified mode [ '', 420, 438 ]
588 silly gunzTarPerm extractEntry
589 silly gunzTarPerm modified mode [ '', 420, 438 ]
590 verbose unlock done using C:\Users\Ayishatu\AppData\Local\npm-cache\_locks\types-react-2c5ee4a81e643a43.lock for C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\react
591 silly gunzTarPerm extractEntry
592 silly gunzTarPerm modified mode [ '', 420, 438 ]
593 silly gunzTarPerm extractEntry
594 silly gunzTarPerm modified mode [ '', 420, 438 ]
595 silly gunzTarPerm extractEntry
596 silly gunzTarPerm modified mode [ '', 420, 438 ]
597 silly gunzTarPerm extractEntry
598 silly gunzTarPerm modified mode [ '', 420, 438 ]
599 silly gunzTarPerm extractEntry
600 silly gunzTarPerm modified mode [ '', 493, 511 ]
601 silly gunzTarPerm extractEntry
602 silly gunzTarPerm modified mode [ '', 420, 438 ]
603 silly gunzTarPerm extractEntry
604 silly gunzTarPerm modified mode [ '', 420, 438 ]
605 silly gunzTarPerm extractEntry
606 silly gunzTarPerm modified mode [ '', 420, 438 ]
607 silly gunzTarPerm extractEntry
608 silly gunzTarPerm modified mode [ '', 420, 438 ]
609 silly gunzTarPerm extractEntry
610 silly gunzTarPerm modified mode [ '', 420, 438 ]
611 silly gunzTarPerm extractEntry
612 silly gunzTarPerm modified mode [ '', 420, 438 ]
613 silly gunzTarPerm extractEntry
614 silly gunzTarPerm modified mode [ '', 420, 438 ]
615 silly gunzTarPerm extractEntry
616 silly gunzTarPerm modified mode [ '', 420, 438 ]
617 silly gunzTarPerm extractEntry
618 silly gunzTarPerm modified mode [ '', 420, 438 ]
619 silly gunzTarPerm extractEntry
620 silly gunzTarPerm modified mode [ '', 420, 438 ]
621 silly gunzTarPerm extractEntry
622 silly gunzTarPerm modified mode [ '', 420, 438 ]
623 silly gunzTarPerm extractEntry
624 silly gunzTarPerm modified mode [ '', 420, 438 ]
625 silly gunzTarPerm extractEntry
626 silly gunzTarPerm modified mode [ '', 493, 511 ]
627 silly gunzTarPerm extractEntry
628 silly gunzTarPerm modified mode [ '', 420, 438 ]
629 silly gunzTarPerm extractEntry
630 silly gunzTarPerm modified mode [ '', 420, 438 ]
631 silly gunzTarPerm extractEntry
632 silly gunzTarPerm modified mode [ '', 493, 511 ]
633 silly gunzTarPerm extractEntry
634 silly gunzTarPerm modified mode [ '', 420, 438 ]
635 silly gunzTarPerm extractEntry
636 silly gunzTarPerm modified mode [ '', 420, 438 ]
637 silly gunzTarPerm extractEntry
638 silly gunzTarPerm modified mode [ '', 420, 438 ]
639 silly gunzTarPerm extractEntry
640 silly gunzTarPerm modified mode [ '', 420, 438 ]
641 silly gunzTarPerm extractEntry
642 silly gunzTarPerm modified mode [ '', 420, 438 ]
643 silly gunzTarPerm extractEntry
644 silly gunzTarPerm modified mode [ '', 420, 438 ]
645 silly gunzTarPerm extractEntry
646 silly gunzTarPerm modified mode [ '', 420, 438 ]
647 silly gunzTarPerm extractEntry
648 silly gunzTarPerm modified mode [ '', 420, 438 ]
649 silly gunzTarPerm extractEntry
650 silly gunzTarPerm modified mode [ '', 420, 438 ]
651 verbose unlock done using C:\Users\Ayishatu\AppData\Local\npm-cache\_locks\types-node-504a83edce91b1b9.lock for C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\node
652 verbose stack Error: ENOENT: no such file or directory, open 'C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\react\package.json'
653 verbose cwd C:\Users\Ayishatu\BreakPoint\frontend
654 error Windows_NT 10.0.26100
655 error argv "C:\\Program Files\\nodejs\\node.exe" "C:\\Users\\Ayishatu\\node_modules\\npm\\bin\\npm-cli.js" "install" "--save-exact" "--save-dev" "@types/react" "@types/node"
656 error node v22.14.0
657 error npm  v2.15.12
658 error path C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\react\package.json
659 error code ENOTDIR
660 error errno -4058
661 error syscall open
662 error ENOENT: no such file or directory, open 'C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\react\package.json'
663 error If you need help, you may report this error at:
663 error     <https://github.com/npm/npm/issues>
664 verbose exit [ -4058, true ]
665 verbose unbuild node_modules\@types\react
666 silly gentlyRm C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\react is being purged from base C:\Users\Ayishatu\BreakPoint\frontend
667 verbose gentlyRm don't care about contents; nuking C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\react
668 silly vacuum-fs purging C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\react
669 silly vacuum-fs quitting because other entries in C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types
670 verbose unbuild node_modules\@types\node
671 silly gentlyRm C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\node is being purged from base C:\Users\Ayishatu\BreakPoint\frontend
672 verbose gentlyRm don't care about contents; nuking C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\node
673 silly vacuum-fs purging C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types\node
674 silly vacuum-fs quitting because other entries in C:\Users\Ayishatu\BreakPoint\frontend\node_modules\@types
